date,product_id,region,stock_available,stockout_hours,lead_time
2026-04-20,P017,South,867,0.39,3
2026-04-20,P017,East,401,0.46,7
2026-04-20,P017,West,716,0.02,5
2026-04-20,P017,Central,755,0.26,6
2026-04-20,P018,North,705,0.39,2
2026-04-20,P018,South,274,0.25,4
2026-04-20,P018,East,326,1.21,2
2026-04-20,P018,West,511,0.16,5
2026-04-20,P018,Central,291,0.35,3
2026-04-20,P019,North,360,0.14,2
2026-04-20,P019,South,453,0.34,6
2026-04-20,P019,East,628,0.24,2
2026-04-20,P019,West,549,0.23,5
2026-04-20,P019,Central,272,0.56,5
2026-04-20,P020,North,767,0.14,4
2026-04-20,P020,South,760,0.19,4
2026-04-20,P020,East,774,0.37,3
2026-04-20,P020,West,878,0.27,6
2026-04-20,P020,Central,422,0.24,6
2026-04-20,P021,North,517,0.05,2
2026-04-20,P021,South,732,0.46,7
2026-04-20,P021,East,1177,0.04,3
2026-04-20,P021,West,800,0.41,7
2026-04-20,P021,Central,956,0.19,6
2026-04-20,P022,North,319,0.05,5
2026-04-20,P022,South,529,0.29,5
2026-04-20,P022,East,746,0.19,3
2026-04-20,P022,West,571,0.53,2
2026-04-20,P022,Central,913,0.05,2
2026-04-20,P023,North,901,0.36,5
2026-04-20,P023,South,510,0.16,2
2026-04-20,P023,East,1270,0.63,5
2026-04-20,P023,West,626,0.79,6
2026-04-20,P023,Central,1263,0.78,4
2026-04-20,P024,North,715,0.56,6
2026-04-20,P024,South,694,0.36,4
2026-04-20,P024,East,823,0.82,4
2026-04-20,P024,West,414,0.5,2
2026-04-20,P024,Central,390,0.27,5
2026-04-20,P025,North,960,0.7,3
2026-04-20,P025,South,561,0.16,3
2026-04-20,P025,East,668,0.39,7
2026-04-20,P025,West,555,0.26,5
2026-04-20,P025,Central,637,0.38,7
2026-04-20,P026,North,294,0.02,7
2026-04-20,P026,South,563,0.64,6
2026-04-20,P026,East,445,0.53,5
2026-04-20,P026,West,678,0.09,3
2026-04-20,P026,Central,985,0.05,4
2026-04-20,P027,North,1018,0.4,4
2026-04-20,P027,South,501,0.75,5
2026-04-20,P027,East,1006,0.21,7
2026-04-20,P027,West,623,0.09,5
2026-04-20,P027,Central,1077,0.13,6
2026-04-20,P028,North,1103,0.47,7
2026-04-20,P028,South,1377,0.39,5
2026-04-20,P028,East,1314,0.51,5
2026-04-20,P028,West,976,0.6,3
2026-04-20,P028,Central,1043,0.79,4
2026-04-20,P029,North,1041,0.62,2
2026-04-20,P029,South,1258,0.47,4
2026-04-20,P029,East,1265,0.49,6
2026-04-20,P029,West,1321,0.7,4
2026-04-20,P029,Central,941,0.15,3
2026-04-20,P030,North,453,0.12,4
2026-04-20,P030,South,556,0.04,3
2026-04-20,P030,East,671,0.12,6
2026-04-20,P030,West,614,0.35,4
2026-04-20,P030,Central,1229,0.4,4
2026-04-20,P031,North,743,1.2,3
2026-04-20,P031,South,373,0.12,4
2026-04-20,P031,East,1149,0.08,3
2026-04-20,P031,West,815,0.61,5
2026-04-20,P031,Central,465,0.24,6
2026-04-20,P032,North,1204,0.59,3
2026-04-20,P032,South,397,0.07,6
2026-04-20,P032,East,1053,0.04,6
2026-04-20,P032,West,652,0.16,2
2026-04-20,P032,Central,449,0.07,3
2026-04-20,P033,North,752,0.11,4
2026-04-20,P033,South,877,0.61,4
2026-04-20,P033,East,944,0.27,6
2026-04-20,P033,West,1164,0.25,6
2026-04-20,P033,Central,1181,0.49,2
2026-04-20,P034,North,550,0.33,3
2026-04-20,P034,South,625,0.39,3
2026-04-20,P034,East,965,0.72,4
2026-04-20,P034,West,686,0.35,3
2026-04-20,P034,Central,990,0.41,2
2026-04-20,P035,North,734,0.44,3
2026-04-20,P035,South,586,0.04,4
2026-04-20,P035,East,758,0.11,3
2026-04-20,P035,West,722,0.77,5
2026-04-20,P035,Central,845,0.93,4
2026-04-20,P036,North,244,0.17,4
2026-04-20,P036,South,808,0.13,3
2026-04-20,P036,East,458,0.12,6
2026-04-20,P036,West,674,0.5,3
2026-04-20,P036,Central,405,0.24,4
2026-04-20,P037,North,964,0.23,7
2026-04-20,P037,South,1253,0.77,4
2026-04-20,P037,East,674,0.24,4
2026-04-20,P037,West,826,0.59,2
2026-04-20,P037,Central,702,0.93,7
2026-04-20,P038,North,646,0.03,3
2026-04-20,P038,South,1490,0.36,5
2026-04-20,P038,East,1438,0.02,7
2026-04-20,P038,West,465,1.16,4
2026-04-20,P038,Central,1212,0.67,5
2026-04-20,P039,North,1144,0.59,3
2026-04-20,P039,South,306,0.52,3
2026-04-20,P039,East,1131,0.17,4
2026-04-20,P039,West,394,0.29,6
2026-04-20,P039,Central,634,0.16,6
2026-04-20,P040,North,590,0.31,4
2026-04-20,P040,South,798,0.12,3
2026-04-20,P040,East,914,0.69,4
2026-04-20,P040,West,856,1.01,3
2026-04-20,P040,Central,586,0.55,4
2026-04-20,P041,North,683,0.41,4
2026-04-20,P041,South,924,0.41,4
2026-04-20,P041,East,822,0.38,5
2026-04-20,P041,West,351,0.88,6
2026-04-20,P041,Central,925,0.3,2
2026-04-20,P042,North,913,0.28,5
2026-04-20,P042,South,1161,0.18,7
2026-04-20,P042,East,633,0.57,3
2026-04-20,P042,West,558,0.89,4
2026-04-20,P042,Central,334,0.06,7
2026-04-20,P043,North,1296,1.04,6
2026-04-20,P043,South,800,0.07,6
2026-04-20,P043,East,1173,0.18,6
2026-04-20,P043,West,367,0.23,2
2026-04-20,P043,Central,1081,0.28,3
2026-04-20,P044,North,769,0.8,3
2026-04-20,P044,South,691,0.11,5
2026-04-20,P044,East,532,0.31,4
2026-04-20,P044,West,1072,0.11,5
2026-04-20,P044,Central,421,0.36,5
2026-04-20,P045,North,781,1.08,7
2026-04-20,P045,South,694,0.34,4
2026-04-20,P045,East,778,0.2,3
2026-04-20,P045,West,1062,0.54,5
2026-04-20,P045,Central,336,0.55,6
2026-04-20,P046,North,303,0.84,3
2026-04-20,P046,South,595,0.31,3
2026-04-20,P046,East,476,0.75,7
2026-04-20,P046,West,761,0.64,5
2026-04-20,P046,Central,330,0.51,4
2026-04-20,P047,North,914,0.35,4
2026-04-20,P047,South,474,0.12,5
2026-04-20,P047,East,492,0.19,5
2026-04-20,P047,West,354,0.26,2
2026-04-20,P047,Central,443,0.16,4
2026-04-20,P048,North,586,0.28,5
2026-04-20,P048,South,573,0.02,3
2026-04-20,P048,East,377,0.45,2
2026-04-20,P048,West,747,0.15,2
2026-04-20,P048,Central,856,0.74,6
2026-04-20,P049,North,1347,1.39,4
2026-04-20,P049,South,940,0.24,4
2026-04-20,P049,East,840,0.17,4
2026-04-20,P049,West,573,0.34,7
2026-04-20,P049,Central,1099,0.15,4
2026-04-20,P050,North,480,0.28,5
2026-04-20,P050,South,557,0.59,3
2026-04-20,P050,East,682,0.33,4
2026-04-20,P050,West,641,0.16,3
2026-04-20,P050,Central,282,0.23,6
2026-04-21,P001,North,889,0.77,5
2026-04-21,P001,South,824,0.3,4
2026-04-21,P001,East,832,0.44,7
2026-04-21,P001,West,601,0.02,5
2026-04-21,P001,Central,1071,0.64,2
2026-04-21,P002,North,497,0.53,5
2026-04-21,P002,South,540,0.46,4
2026-04-21,P002,East,752,0.58,7
2026-04-21,P002,West,736,0.06,7
2026-04-21,P002,Central,588,0.26,7
2026-04-21,P003,North,412,0.39,3
2026-04-21,P003,South,433,1.73,3
2026-04-21,P003,East,402,0.09,4
2026-04-21,P003,West,320,0.74,6
2026-04-21,P003,Central,486,0.0,4
2026-04-21,P004,North,1162,0.28,4
2026-04-21,P004,South,791,0.73,5
2026-04-21,P004,East,1371,0.61,7
2026-04-21,P004,West,1327,0.13,4
2026-04-21,P004,Central,1053,0.33,4
2026-04-21,P005,North,447,0.19,5
2026-04-21,P005,South,899,0.51,2
2026-04-21,P005,East,1192,0.31,3
2026-04-21,P005,West,760,0.29,6
2026-04-21,P005,Central,904,0.4,5
2026-04-21,P006,North,918,0.16,6
2026-04-21,P006,South,1246,0.11,7
2026-04-21,P006,East,313,0.64,5
2026-04-21,P006,West,519,0.18,2
2026-04-21,P006,Central,1187,0.12,2
2026-04-21,P007,North,849,0.3,3
2026-04-21,P007,South,427,0.46,7
2026-04-21,P007,East,1063,0.11,3
2026-04-21,P007,West,980,0.98,5
2026-04-21,P007,Central,542,0.56,5
2026-04-21,P008,North,372,0.07,5
2026-04-21,P008,South,733,0.02,5
2026-04-21,P008,East,931,0.1,7
2026-04-21,P008,West,1149,0.54,7
2026-04-21,P008,Central,454,0.3,6
2026-04-21,P009,North,987,0.28,3
2026-04-21,P009,South,423,0.09,3
2026-04-21,P009,East,443,1.14,6
2026-04-21,P009,West,805,0.45,5
2026-04-21,P009,Central,1464,1.66,3
2026-04-21,P010,North,566,0.55,4
2026-04-21,P010,South,877,0.2,5
2026-04-21,P010,East,997,0.54,6
2026-04-21,P010,West,590,0.08,5
2026-04-21,P010,Central,667,0.61,5
2026-04-21,P011,North,467,0.76,7
2026-04-21,P011,South,438,0.55,6
2026-04-21,P011,East,1364,0.61,4
2026-04-21,P011,West,1484,0.12,7
2026-04-21,P011,Central,1497,0.32,4
2026-04-21,P012,North,1577,0.39,5
2026-04-21,P012,South,1068,0.06,4
2026-04-21,P012,East,458,0.57,6
2026-04-21,P012,West,585,0.48,3
2026-04-21,P012,Central,1056,0.52,6
2026-04-21,P013,North,669,0.24,5
2026-04-21,P013,South,802,0.99,4
2026-04-21,P013,East,838,0.41,6
2026-04-21,P013,West,267,0.87,5
2026-04-21,P013,Central,1056,0.32,6
2026-04-21,P014,North,975,0.44,7
2026-04-21,P014,South,665,0.52,7
2026-04-21,P014,East,472,0.18,3
2026-04-21,P014,West,939,0.03,6
2026-04-21,P014,Central,839,0.19,3
2026-04-21,P015,North,696,0.5,5
2026-04-21,P015,South,353,0.14,2
2026-04-21,P015,East,866,0.5,4
2026-04-21,P015,West,466,0.06,4
2026-04-21,P015,Central,1230,1.54,7
2026-04-21,P016,North,666,0.19,4
2026-04-21,P016,South,867,0.1,4
2026-04-21,P016,East,1174,0.27,5
2026-04-21,P016,West,436,0.08,5
2026-04-21,P016,Central,990,0.71,3
2026-04-21,P017,North,547,0.25,4
2026-04-21,P017,South,293,0.72,4
2026-04-21,P017,East,686,0.63,7
2026-04-21,P017,West,487,0.56,3
2026-04-21,P017,Central,297,0.22,4
2026-04-21,P018,North,230,0.46,4
2026-04-21,P018,South,529,0.97,6
2026-04-21,P018,East,361,0.34,4
2026-04-21,P018,West,525,0.2,6
2026-04-21,P018,Central,626,1.53,2
2026-04-21,P019,North,318,1.24,4
2026-04-21,P019,South,315,0.36,2
2026-04-21,P019,East,471,0.23,5
2026-04-21,P019,West,655,0.48,4
2026-04-21,P019,Central,567,0.35,3
2026-04-21,P020,North,428,1.49,2
2026-04-21,P020,South,393,0.19,4
2026-04-21,P020,East,1126,0.31,4
2026-04-21,P020,West,403,0.88,6
2026-04-21,P020,Central,408,0.2,5
2026-04-21,P021,North,419,0.05,4
2026-04-21,P021,South,813,0.81,4
2026-04-21,P021,East,868,0.23,4
2026-04-21,P021,West,636,0.4,6
2026-04-21,P021,Central,932,0.28,5
2026-04-21,P022,North,1072,1.11,7
2026-04-21,P022,South,1177,0.7,2
2026-04-21,P022,East,638,0.13,5
2026-04-21,P022,West,925,1.07,5
2026-04-21,P022,Central,642,0.35,5
2026-04-21,P023,North,570,0.58,5
2026-04-21,P023,South,845,0.6,6
2026-04-21,P023,East,292,0.25,5
2026-04-21,P023,West,378,0.11,4
2026-04-21,P023,Central,751,0.64,7
2026-04-21,P024,North,469,0.78,5
2026-04-21,P024,South,555,0.38,2
2026-04-21,P024,East,825,1.26,5
2026-04-21,P024,West,337,0.07,5
2026-04-21,P024,Central,722,0.24,3
2026-04-21,P025,North,512,1.07,5
2026-04-21,P025,South,868,0.55,6
2026-04-21,P025,East,772,0.54,4
2026-04-21,P025,West,510,0.39,6
2026-04-21,P025,Central,1215,0.04,4
2026-04-21,P026,North,770,0.1,3
2026-04-21,P026,South,794,0.17,7
2026-04-21,P026,East,836,0.41,5
2026-04-21,P026,West,445,0.24,4
2026-04-21,P026,Central,397,0.45,5
2026-04-21,P027,North,1591,0.47,5
2026-04-21,P027,South,699,0.67,5
2026-04-21,P027,East,930,0.33,5
2026-04-21,P027,West,465,0.09,5
2026-04-21,P027,Central,1376,0.78,6
2026-04-21,P028,North,887,0.83,4
2026-04-21,P028,South,1405,0.06,4
2026-04-21,P028,East,476,0.4,6
2026-04-21,P028,West,1105,0.39,2
2026-04-21,P028,Central,965,0.77,4
2026-04-21,P029,North,1023,0.2,2
2026-04-21,P029,South,1100,0.27,5
2026-04-21,P029,East,900,0.45,7
2026-04-21,P029,West,1305,0.25,4
2026-04-21,P029,Central,470,0.3,6
2026-04-21,P030,North,828,0.16,4
2026-04-21,P030,South,602,0.23,2
2026-04-21,P030,East,1087,0.36,3
2026-04-21,P030,West,1231,0.36,5
2026-04-21,P030,Central,688,0.68,2
2026-04-21,P031,North,821,0.18,4
2026-04-21,P031,South,884,0.2,4
2026-04-21,P031,East,778,0.71,7
2026-04-21,P031,West,438,0.13,2
2026-04-21,P031,Central,681,0.06,4
2026-04-21,P032,North,605,0.22,4
2026-04-21,P032,South,937,0.15,7
2026-04-21,P032,East,1116,0.88,2
2026-04-21,P032,West,506,0.47,2
2026-04-21,P032,Central,805,0.01,4
2026-04-21,P033,North,327,0.17,3
2026-04-21,P033,South,1010,0.19,5
2026-04-21,P033,East,1284,0.45,4
2026-04-21,P033,West,1016,0.18,7
2026-04-21,P033,Central,908,0.1,3
2026-04-21,P034,North,716,0.33,6
2026-04-21,P034,South,927,0.65,3
2026-04-21,P034,East,768,0.06,3
2026-04-21,P034,West,936,0.09,5
2026-04-21,P034,Central,984,0.51,5
2026-04-21,P035,North,774,0.29,5
2026-04-21,P035,South,928,0.26,4
2026-04-21,P035,East,664,0.11,5
2026-04-21,P035,West,1149,0.28,4
2026-04-21,P035,Central,720,0.26,3
2026-04-21,P036,North,326,0.83,2
2026-04-21,P036,South,498,0.67,7
2026-04-21,P036,East,990,0.44,4
2026-04-21,P036,West,338,0.08,5
2026-04-21,P036,Central,262,0.03,5
2026-04-21,P037,North,598,0.28,2
2026-04-21,P037,South,523,0.11,5
2026-04-21,P037,East,461,0.03,4
2026-04-21,P037,West,684,0.09,6
2026-04-21,P037,Central,781,0.32,5
2026-04-21,P038,North,1277,0.19,5
2026-04-21,P038,South,815,0.18,4
2026-04-21,P038,East,535,0.95,7
2026-04-21,P038,West,687,0.17,5
2026-04-21,P038,Central,620,0.05,4
2026-04-21,P039,North,374,0.23,7
2026-04-21,P039,South,993,0.17,7
2026-04-21,P039,East,1044,0.4,3
2026-04-21,P039,West,462,0.36,6
2026-04-21,P039,Central,889,0.43,3
2026-04-21,P040,North,800,0.38,2
2026-04-21,P040,South,999,1.0,3
2026-04-21,P040,East,974,0.07,5
2026-04-21,P040,West,1135,0.34,5
2026-04-21,P040,Central,1274,1.2,5
2026-04-21,P041,North,378,0.25,4
2026-04-21,P041,South,473,0.82,3
2026-04-21,P041,East,314,0.04,6
2026-04-21,P041,West,770,0.03,5
2026-04-21,P041,Central,581,0.26,3
2026-04-21,P042,North,691,0.69,7
2026-04-21,P042,South,485,0.27,5
2026-04-21,P042,East,472,0.35,7
2026-04-21,P042,West,735,0.09,3
2026-04-21,P042,Central,1025,0.15,6
2026-04-21,P043,North,676,0.38,4
2026-04-21,P043,South,401,0.2,7
2026-04-21,P043,East,784,0.43,6
2026-04-21,P043,West,356,0.47,3
2026-04-21,P043,Central,834,0.57,6
2026-04-21,P044,North,1010,0.27,6
2026-04-21,P044,South,528,0.72,3
2026-04-21,P044,East,1037,0.52,5
2026-04-21,P044,West,1287,0.27,4
2026-04-21,P044,Central,719,0.54,6
2026-04-21,P045,North,849,0.07,6
2026-04-21,P045,South,227,0.24,3
2026-04-21,P045,East,502,0.53,3
2026-04-21,P045,West,638,0.31,3
2026-04-21,P045,Central,572,0.12,2
2026-04-21,P046,North,613,0.48,2
2026-04-21,P046,South,776,0.54,4
2026-04-21,P046,East,646,0.56,5
2026-04-21,P046,West,710,0.48,2
2026-04-21,P046,Central,683,0.62,4
2026-04-21,P047,North,972,0.12,2
2026-04-21,P047,South,596,0.21,4
2026-04-21,P047,East,361,0.21,3
2026-04-21,P047,West,474,0.13,5
2026-04-21,P047,Central,1076,0.22,5
2026-04-21,P048,North,302,0.18,4
2026-04-21,P048,South,939,0.28,3
2026-04-21,P048,East,374,0.15,4
2026-04-21,P048,West,863,0.35,3
2026-04-21,P048,Central,629,0.02,3
2026-04-21,P049,North,738,0.4,4
2026-04-21,P049,South,839,0.4,6
2026-04-21,P049,East,354,0.38,7
2026-04-21,P049,West,628,0.96,4
2026-04-21,P049,Central,1003,0.94,7
2026-04-21,P050,North,987,0.24,3
2026-04-21,P050,South,523,0.05,6
2026-04-21,P050,East,347,0.02,4
2026-04-21,P050,West,840,0.21,3
2026-04-21,P050,Central,885,0.31,7
2026-04-22,P001,North,1490,0.4,4
2026-04-22,P001,South,1308,0.3,3
2026-04-22,P001,East,673,0.11,5
2026-04-22,P001,West,989,0.14,5
2026-04-22,P001,Central,983,0.84,5
2026-04-22,P002,North,966,0.05,3
2026-04-22,P002,South,643,0.48,6
2026-04-22,P002,East,746,0.4,4
2026-04-22,P002,West,936,0.48,6
2026-04-22,P002,Central,865,0.29,6
2026-04-22,P003,North,661,0.61,6
2026-04-22,P003,South,956,0.34,2
2026-04-22,P003,East,838,0.67,4
2026-04-22,P003,West,920,0.18,5
2026-04-22,P003,Central,914,0.22,6
2026-04-22,P004,North,585,0.42,5
2026-04-22,P004,South,900,0.52,5
2026-04-22,P004,East,510,0.49,3
2026-04-22,P004,West,843,0.12,6
2026-04-22,P004,Central,667,0.53,5
2026-04-22,P005,North,366,0.61,3
2026-04-22,P005,South,751,0.66,5
2026-04-22,P005,East,1140,0.07,6
2026-04-22,P005,West,1003,0.78,3
2026-04-22,P005,Central,624,0.24,4
2026-04-22,P006,North,1147,0.15,6
2026-04-22,P006,South,943,0.7,5
2026-04-22,P006,East,330,0.17,5
2026-04-22,P006,West,644,0.18,5
2026-04-22,P006,Central,962,0.71,6
2026-04-22,P007,North,1133,0.78,7
2026-04-22,P007,South,542,0.67,3
2026-04-22,P007,East,860,0.41,4
2026-04-22,P007,West,1000,0.24,5
2026-04-22,P007,Central,400,0.09,4
2026-04-22,P008,North,398,0.06,5
2026-04-22,P008,South,996,0.46,5
2026-04-22,P008,East,565,0.1,4
2026-04-22,P008,West,935,0.44,6
2026-04-22,P008,Central,840,0.21,4
2026-04-22,P009,North,408,0.37,4
2026-04-22,P009,South,1438,0.94,2
2026-04-22,P009,East,1408,0.19,3
2026-04-22,P009,West,1345,0.66,5
2026-04-22,P009,Central,1182,0.17,6
2026-04-22,P010,North,740,0.31,5
2026-04-22,P010,South,450,0.23,6
2026-04-22,P010,East,971,0.4,6
2026-04-22,P010,West,299,0.4,6
2026-04-22,P010,Central,302,0.21,7
2026-04-22,P011,North,744,0.57,6
2026-04-22,P011,South,562,0.04,4
2026-04-22,P011,East,1159,0.35,3
2026-04-22,P011,West,728,0.03,2
2026-04-22,P011,Central,1075,0.74,5
2026-04-22,P012,North,1440,1.19,3
2026-04-22,P012,South,737,0.86,3
2026-04-22,P012,East,1455,0.16,4
2026-04-22,P012,West,1030,0.12,3
2026-04-22,P012,Central,892,0.75,3
2026-04-22,P013,North,441,0.09,4
2026-04-22,P013,South,862,0.12,4
2026-04-22,P013,East,674,0.45,3
2026-04-22,P013,West,1218,1.28,7
2026-04-22,P013,Central,359,1.35,2
2026-04-22,P014,North,820,0.25,5
2026-04-22,P014,South,586,0.39,4
2026-04-22,P014,East,276,0.34,7
2026-04-22,P014,West,981,0.09,3
2026-04-22,P014,Central,637,0.08,6
2026-04-22,P015,North,883,0.01,3
2026-04-22,P015,South,394,0.1,3
2026-04-22,P015,East,827,0.52,4
2026-04-22,P015,West,770,1.08,2
2026-04-22,P015,Central,920,0.52,6
2026-04-22,P016,North,431,0.43,6
2026-04-22,P016,South,650,0.43,4
2026-04-22,P016,East,384,1.31,5
2026-04-22,P016,West,491,0.24,3
2026-04-22,P016,Central,580,0.02,3
2026-04-22,P017,North,995,0.09,6
2026-04-22,P017,South,816,0.58,5
2026-04-22,P017,East,542,0.07,6
2026-04-22,P017,West,322,0.4,5
2026-04-22,P017,Central,429,0.09,3
2026-04-22,P018,North,604,0.36,5
2026-04-22,P018,South,634,0.08,6
2026-04-22,P018,East,329,0.64,5
2026-04-22,P018,West,663,0.8,5
2026-04-22,P018,Central,787,0.29,2
2026-04-22,P019,North,652,0.46,4
2026-04-22,P019,South,527,0.68,4
2026-04-22,P019,East,844,0.23,5
2026-04-22,P019,West,519,0.03,5
2026-04-22,P019,Central,870,0.14,3
2026-04-22,P020,North,1203,0.31,3
2026-04-22,P020,South,668,0.25,5
2026-04-22,P020,East,969,0.06,4
2026-04-22,P020,West,570,0.14,4
2026-04-22,P020,Central,981,0.65,2
2026-04-22,P021,North,388,0.04,4
2026-04-22,P021,South,614,0.19,7
2026-04-22,P021,East,576,0.21,6
2026-04-22,P021,West,749,0.27,4
2026-04-22,P021,Central,571,0.21,6
2026-04-22,P022,North,1256,0.35,5
2026-04-22,P022,South,1193,0.11,6
2026-04-22,P022,East,595,0.35,4
2026-04-22,P022,West,750,0.67,5
2026-04-22,P022,Central,1496,0.31,3
2026-04-22,P023,North,748,0.21,4
2026-04-22,P023,South,871,0.53,4
2026-04-22,P023,East,1006,0.83,7
2026-04-22,P023,West,332,0.35,7
2026-04-22,P023,Central,850,0.32,4
2026-04-22,P024,North,880,0.46,2
2026-04-22,P024,South,788,0.26,6
2026-04-22,P024,East,674,0.2,2
2026-04-22,P024,West,565,0.14,3
2026-04-22,P024,Central,762,0.14,3
2026-04-22,P025,North,387,0.18,4
2026-04-22,P025,South,274,0.8,2
2026-04-22,P025,East,486,0.27,5
2026-04-22,P025,West,836,0.7,6
2026-04-22,P025,Central,593,0.2,5
2026-04-22,P026,North,516,0.15,4
2026-04-22,P026,South,526,0.14,3
2026-04-22,P026,East,605,0.98,5
2026-04-22,P026,West,441,0.31,6
2026-04-22,P026,Central,1117,0.41,3
2026-04-22,P027,North,1356,0.07,7
2026-04-22,P027,South,935,0.28,6
2026-04-22,P027,East,1143,0.02,7
2026-04-22,P027,West,723,0.3,5
2026-04-22,P027,Central,860,0.07,3
2026-04-22,P028,North,1525,0.74,7
2026-04-22,P028,South,878,0.66,2
2026-04-22,P028,East,569,0.07,5
2026-04-22,P028,West,800,0.23,5
2026-04-22,P028,Central,909,0.15,5
2026-04-22,P029,North,892,0.82,4
2026-04-22,P029,South,736,0.09,3
2026-04-22,P029,East,581,0.85,3
2026-04-22,P029,West,572,0.11,4
2026-04-22,P029,Central,1022,0.03,6
2026-04-22,P030,North,632,0.34,3
2026-04-22,P030,South,659,0.26,3
2026-04-22,P030,East,448,0.18,5
2026-04-22,P030,West,1222,0.29,7
2026-04-22,P030,Central,798,0.61,3
2026-04-22,P031,North,941,0.02,4
2026-04-22,P031,South,471,0.13,6
2026-04-22,P031,East,334,0.2,3
2026-04-22,P031,West,445,0.61,5
2026-04-22,P031,Central,567,0.62,6
2026-04-22,P032,North,886,0.4,2
2026-04-22,P032,South,840,0.43,7
2026-04-22,P032,East,890,0.17,7
2026-04-22,P032,West,378,0.42,3
2026-04-22,P032,Central,397,0.19,5
2026-04-22,P033,North,703,0.65,5
2026-04-22,P033,South,908,0.36,3
2026-04-22,P033,East,749,0.6,6
2026-04-22,P033,West,964,0.05,5
2026-04-22,P033,Central,621,0.42,7
2026-04-22,P034,North,543,1.08,5
2026-04-22,P034,South,807,0.29,6
2026-04-22,P034,East,676,0.28,5
2026-04-22,P034,West,888,0.69,4
2026-04-22,P034,Central,520,0.68,2
2026-04-22,P035,North,529,0.37,5
2026-04-22,P035,South,374,0.81,4
2026-04-22,P035,East,941,0.82,3
2026-04-22,P035,West,650,0.47,2
2026-04-22,P035,Central,432,0.45,4
2026-04-22,P036,North,333,0.75,6
2026-04-22,P036,South,503,0.12,6
2026-04-22,P036,East,728,0.62,4
2026-04-22,P036,West,677,0.36,2
2026-04-22,P036,Central,344,0.24,5
2026-04-22,P037,North,479,0.17,4
2026-04-22,P037,South,509,0.77,5
2026-04-22,P037,East,725,0.43,3
2026-04-22,P037,West,564,0.15,6
2026-04-22,P037,Central,395,0.83,4
2026-04-22,P038,North,426,0.18,2
2026-04-22,P038,South,515,0.38,5
2026-04-22,P038,East,1580,0.32,7
2026-04-22,P038,West,1116,0.25,4
2026-04-22,P038,Central,398,0.72,6
2026-04-22,P039,North,1282,0.17,4
2026-04-22,P039,South,1166,0.21,4
2026-04-22,P039,East,895,0.05,4
2026-04-22,P039,West,599,0.26,4
2026-04-22,P039,Central,878,0.52,6
2026-04-22,P040,North,489,0.59,5
2026-04-22,P040,South,736,0.29,4
2026-04-22,P040,East,644,0.46,3
2026-04-22,P040,West,1154,0.07,4
2026-04-22,P040,Central,1367,0.5,4
2026-04-22,P041,North,669,0.6,5
2026-04-22,P041,South,842,0.88,6
2026-04-22,P041,East,683,0.28,7
2026-04-22,P041,West,846,0.39,6
2026-04-22,P041,Central,656,0.19,5
2026-04-22,P042,North,1033,0.09,3
2026-04-22,P042,South,1038,0.64,3
2026-04-22,P042,East,1009,0.56,2
2026-04-22,P042,West,871,0.29,3
2026-04-22,P042,Central,532,0.38,7
2026-04-22,P043,North,906,0.24,4
2026-04-22,P043,South,859,0.66,7
2026-04-22,P043,East,1151,0.11,7
2026-04-22,P043,West,814,0.22,2
2026-04-22,P043,Central,850,0.07,7
2026-04-22,P044,North,1181,0.23,3
2026-04-22,P044,South,620,0.03,7
2026-04-22,P044,East,1151,0.46,7
2026-04-22,P044,West,1024,0.27,3
2026-04-22,P044,Central,531,0.75,3
2026-04-22,P045,North,703,0.04,5
2026-04-22,P045,South,801,0.64,2
2026-04-22,P045,East,565,0.8,3
2026-04-22,P045,West,682,0.46,4
2026-04-22,P045,Central,414,0.12,3
2026-04-22,P046,North,650,0.04,5
2026-04-22,P046,South,893,0.25,5
2026-04-22,P046,East,248,0.11,3
2026-04-22,P046,West,645,0.25,3
2026-04-22,P046,Central,909,0.34,5
2026-04-22,P047,North,1049,0.32,4
2026-04-22,P047,South,900,0.12,3
2026-04-22,P047,East,621,0.04,3
2026-04-22,P047,West,751,0.2,3
2026-04-22,P047,Central,970,0.16,7
2026-04-22,P048,North,827,0.64,5
2026-04-22,P048,South,601,0.09,5
2026-04-22,P048,East,776,0.6,3
2026-04-22,P048,West,259,0.35,6
2026-04-22,P048,Central,745,0.45,2
2026-04-22,P049,North,703,0.67,4
2026-04-22,P049,South,1353,0.2,4
2026-04-22,P049,East,611,0.18,3
2026-04-22,P049,West,1196,0.61,4
2026-04-22,P049,Central,929,0.14,6
2026-04-22,P050,North,702,0.86,6
2026-04-22,P050,South,797,0.08,7
2026-04-22,P050,East,1039,0.1,4
2026-04-22,P050,West,403,0.45,4
2026-04-22,P050,Central,977,0.42,4
2026-04-23,P001,North,695,0.7,3
2026-04-23,P001,South,1233,0.08,4
2026-04-23,P001,East,1119,0.16,4
2026-04-23,P001,West,1483,0.14,3
2026-04-23,P001,Central,994,1.53,5
2026-04-23,P002,North,726,0.0,3
2026-04-23,P002,South,858,0.56,3
2026-04-23,P002,East,834,0.24,4
2026-04-23,P002,West,616,0.41,4
2026-04-23,P002,Central,419,1.2,4
2026-04-23,P003,North,637,0.1,3
2026-04-23,P003,South,468,0.53,4
2026-04-23,P003,East,240,0.78,5
2026-04-23,P003,West,1080,0.46,4
2026-04-23,P003,Central,273,0.31,6
2026-04-23,P004,North,538,0.4,5
