date,campaign_id,channel,spend,impressions,clicks,conversions
2026-03-30,CAM031,Paid Search,60877.53,215240,11355,846
2026-03-30,CAM032,Affiliate,24518.01,106186,4081,246
2026-03-30,CAM033,Paid Social,75158.39,370420,14203,921
2026-03-30,CAM034,Affiliate,28286.39,118233,4389,250
2026-03-30,CAM035,Paid Social,63752.36,320218,13551,850
2026-03-30,CAM036,Paid Social,65840.56,317514,14612,858
2026-03-30,CAM037,Display,32925.16,185227,5078,192
2026-03-30,CAM038,Display,35389.62,157103,3586,135
2026-03-30,CAM039,Email,19968.46,121214,9276,990
2026-03-30,CAM040,Affiliate,22965.05,81968,3076,183
2026-03-30,CAM041,Paid Social,69123.95,320263,13572,788
2026-03-30,CAM042,Email,20824.15,157121,12555,1214
2026-03-30,CAM043,Paid Search,58694.48,208522,12164,884
2026-03-30,CAM044,Paid Social,52499.02,254096,11491,676
2026-03-31,CAM001,Affiliate,23111.75,103015,3885,201
2026-03-31,CAM002,Email,19708.16,129218,11127,1164
2026-03-31,CAM003,Paid Search,55390.62,204595,11014,790
2026-03-31,CAM004,Display,42228.95,203568,5001,169
2026-03-31,CAM005,Affiliate,29384.71,117637,3916,209
2026-03-31,CAM006,Paid Search,53574.71,209704,11182,764
2026-03-31,CAM007,Display,31802.96,152655,3670,130
2026-03-31,CAM008,Paid Search,54532.64,177732,9203,751
2026-03-31,CAM009,Affiliate,29234.72,126549,4520,270
2026-03-31,CAM010,Email,17351.72,109424,8900,885
2026-03-31,CAM011,Affiliate,23415.92,81225,2923,174
2026-03-31,CAM012,Email,16539.05,125224,10983,1063
2026-03-31,CAM013,Affiliate,26672.67,118658,4108,205
2026-03-31,CAM014,Paid Social,72051.76,336736,14083,920
2026-03-31,CAM015,Paid Search,55734.69,173232,10242,820
2026-03-31,CAM016,Paid Search,53778.35,184027,11122,909
2026-03-31,CAM017,Paid Social,72151.82,301091,13060,831
2026-03-31,CAM018,Email,18242.76,135419,9803,964
2026-03-31,CAM019,Paid Search,45391.51,149255,8481,656
2026-03-31,CAM020,Paid Social,70348.34,319582,14156,909
2026-03-31,CAM021,Paid Search,61378.68,201746,11811,836
2026-03-31,CAM022,Display,35919.96,185814,4408,165
2026-03-31,CAM023,Email,19791.62,155920,13478,1331
2026-03-31,CAM024,Display,35825.56,159464,4026,139
2026-03-31,CAM025,Email,20261.11,142216,11873,1239
2026-03-31,CAM026,Paid Social,67782.18,302768,13614,850
2026-03-31,CAM027,Email,21225.69,159120,11515,1089
2026-03-31,CAM028,Email,14644.38,113070,9434,876
2026-03-31,CAM029,Paid Social,75423.9,328120,13805,826
2026-03-31,CAM030,Email,19787.6,134206,9794,893
2026-03-31,CAM031,Paid Search,45972.8,147305,8248,600
2026-03-31,CAM032,Affiliate,27345.45,109246,3491,200
2026-03-31,CAM033,Paid Social,62430.71,261911,11444,653
2026-03-31,CAM034,Affiliate,28441.34,107906,3910,212
2026-03-31,CAM035,Paid Social,56135.76,277839,12247,756
2026-03-31,CAM036,Paid Social,75615.74,369816,15397,945
2026-03-31,CAM037,Display,39401.06,218296,5407,180
2026-03-31,CAM038,Display,35108.16,180962,4961,169
2026-03-31,CAM039,Email,21054.19,135563,11690,1115
2026-03-31,CAM040,Affiliate,23669.89,99220,3330,181
2026-03-31,CAM041,Paid Social,63519.89,277386,12627,739
2026-03-31,CAM042,Email,21008.42,125109,9752,907
2026-03-31,CAM043,Paid Search,53330.61,193244,9590,663
2026-03-31,CAM044,Paid Social,65065.42,266473,10657,607
2026-04-01,CAM001,Affiliate,24596.29,111910,3587,211
2026-04-01,CAM002,Email,17650.23,126129,9848,960
2026-04-01,CAM003,Paid Search,59284.1,227292,11961,961
2026-04-01,CAM004,Display,43099.95,224003,6109,195
2026-04-01,CAM005,Affiliate,27461.11,107773,3679,182
2026-04-01,CAM006,Paid Search,62071.87,246278,12515,880
2026-04-01,CAM007,Display,35894.83,179864,4519,170
2026-04-01,CAM008,Paid Search,61227.3,244403,13156,1019
2026-04-01,CAM009,Affiliate,19976.13,90337,2895,148
2026-04-01,CAM010,Email,23593.78,151094,12186,1133
2026-04-01,CAM011,Affiliate,33815.52,147395,5261,309
2026-04-01,CAM012,Email,22325.49,176651,14299,1441
2026-04-01,CAM013,Affiliate,30113.76,115205,4198,246
2026-04-01,CAM014,Paid Social,57405.44,242859,10968,652
2026-04-01,CAM015,Paid Search,67259.93,230966,13115,1014
2026-04-01,CAM016,Paid Search,55942.08,183402,10936,781
2026-04-01,CAM017,Paid Social,56108.69,241848,10910,621
2026-04-01,CAM018,Email,19582.42,129714,10029,1031
2026-04-01,CAM019,Paid Search,63205.89,240694,14537,1187
2026-04-01,CAM020,Paid Social,53141.39,216824,9824,552
2026-04-01,CAM021,Paid Search,49075.06,196578,11086,762
2026-04-01,CAM022,Display,28737.94,160989,4235,150
2026-04-01,CAM023,Email,22227.27,143603,12266,1247
2026-04-01,CAM024,Display,33181.78,165724,4047,147
2026-04-01,CAM025,Email,18356.56,114149,9650,1047
2026-04-01,CAM026,Paid Social,48963.56,201629,7714,496
2026-04-01,CAM027,Email,20580.28,138371,10302,1073
2026-04-01,CAM028,Email,17805.63,140677,10366,971
2026-04-01,CAM029,Paid Social,74582.46,339252,14397,877
2026-04-01,CAM030,Email,18534.24,147796,11054,1091
2026-04-01,CAM031,Paid Search,47390.29,151117,8248,557
2026-04-01,CAM032,Affiliate,27252.26,96686,3322,173
2026-04-01,CAM033,Paid Social,64881.63,262597,10099,552
2026-04-01,CAM034,Affiliate,25350.33,95407,3599,207
2026-04-01,CAM035,Paid Social,76988.4,310260,12408,793
2026-04-01,CAM036,Paid Social,55146.77,245390,10078,617
2026-04-01,CAM037,Display,21733.01,106673,2545,90
2026-04-01,CAM038,Display,35438.89,198516,5252,178
2026-04-01,CAM039,Email,21343.31,170311,14923,1447
2026-04-01,CAM040,Affiliate,28321.77,127614,4799,260
2026-04-01,CAM041,Paid Social,66371.23,309368,11891,709
2026-04-01,CAM042,Email,18971.61,139239,11909,1150
2026-04-01,CAM043,Paid Search,44827.68,139356,7943,564
2026-04-01,CAM044,Paid Social,68201.12,281683,11841,763
2026-04-02,CAM001,Affiliate,23361.17,98496,3136,172
2026-04-02,CAM002,Email,18784.84,134536,10320,1065
2026-04-02,CAM003,Paid Search,47411.98,167915,9745,740
2026-04-02,CAM004,Display,32440.06,169644,4328,164
2026-04-02,CAM005,Affiliate,17445.86,76219,2406,131
2026-04-02,CAM006,Paid Search,45158.72,144135,7891,614
2026-04-02,CAM007,Display,37065.29,161899,3760,126
2026-04-02,CAM008,Paid Search,53460.8,198837,11746,833
2026-04-02,CAM009,Affiliate,23969.27,88530,3218,187
2026-04-02,CAM010,Email,18705.04,143788,11223,1220
2026-04-02,CAM011,Affiliate,26076.95,104059,3329,191
2026-04-02,CAM012,Email,19722.38,152327,11672,1267
2026-04-02,CAM013,Affiliate,24517.14,91424,3369,201
2026-04-02,CAM014,Paid Social,61432.69,300007,13692,784
2026-04-02,CAM015,Paid Search,56202.3,219722,11778,889
2026-04-02,CAM016,Paid Search,54800.68,192530,9837,789
2026-04-02,CAM017,Paid Social,63076.29,316432,12149,771
2026-04-02,CAM018,Email,20063.41,121103,8730,854
2026-04-02,CAM019,Paid Search,63482.16,190165,9965,787
2026-04-02,CAM020,Paid Social,57919.13,272893,11553,711
2026-04-02,CAM021,Paid Search,56093.18,179469,9868,709
2026-04-02,CAM022,Display,31672.37,174282,4157,141
2026-04-02,CAM023,Email,18754.63,140071,12065,1195
2026-04-02,CAM024,Display,34717.87,162777,4423,167
2026-04-02,CAM025,Email,19008.87,149588,11995,1256
2026-04-02,CAM026,Paid Social,64026.45,310741,13903,783
2026-04-02,CAM027,Email,20501.92,148306,10833,1052
2026-04-02,CAM028,Email,17368.74,138108,10834,1061
2026-04-02,CAM029,Paid Social,63087.52,249993,9648,529
2026-04-02,CAM030,Email,15968.68,104968,7977,799
2026-04-02,CAM031,Paid Search,62343.14,186051,10175,765
2026-04-02,CAM032,Affiliate,25107.79,110689,3687,195
2026-04-02,CAM033,Paid Social,66531.57,296891,13612,892
2026-04-02,CAM034,Affiliate,29253.97,107080,3757,202
2026-04-02,CAM035,Paid Social,70896.31,272214,10779,654
2026-04-02,CAM036,Paid Social,48248.35,229597,10568,653
2026-04-02,CAM037,Display,33330.09,156185,3896,149
2026-04-02,CAM038,Display,39176.28,182000,4812,181
2026-04-02,CAM039,Email,17925.9,139280,10409,1000
2026-04-02,CAM040,Affiliate,19009.24,73310,2441,133
2026-04-02,CAM041,Paid Social,49331.14,250879,11431,717
2026-04-02,CAM042,Email,19686.1,147991,11217,1130
2026-04-02,CAM043,Paid Search,49213.07,176111,9833,731
2026-04-02,CAM044,Paid Social,53791.46,206652,8254,464
2026-04-03,CAM001,Affiliate,27740.98,98689,3536,213
2026-04-03,CAM002,Email,17659.67,107965,8070,808
2026-04-03,CAM003,Paid Search,54558.73,206385,10410,755
2026-04-03,CAM004,Display,35511.9,153864,4079,138
2026-04-03,CAM005,Affiliate,27203.57,92797,3335,176
2026-04-03,CAM006,Paid Search,48011.47,160388,9382,677
2026-04-03,CAM007,Display,32169.0,157282,4122,156
2026-04-03,CAM008,Paid Search,58005.61,174421,8702,626
2026-04-03,CAM009,Affiliate,26427.61,94906,3016,153
2026-04-03,CAM010,Email,18811.41,131755,9834,1031
2026-04-03,CAM011,Affiliate,23472.77,80888,2578,134
2026-04-03,CAM012,Email,16144.91,115207,8325,832
2026-04-03,CAM013,Affiliate,26666.63,109895,3637,218
2026-04-03,CAM014,Paid Social,70815.7,272175,10550,592
2026-04-03,CAM015,Paid Search,64619.63,202934,10762,878
2026-04-03,CAM016,Paid Search,54193.0,198926,11130,908
2026-04-03,CAM017,Paid Social,74096.6,288205,11470,638
2026-04-03,CAM018,Email,18216.26,136067,9989,906
2026-04-03,CAM019,Paid Search,44543.38,154214,8833,624
2026-04-03,CAM020,Paid Social,60013.34,243210,9562,628
2026-04-03,CAM021,Paid Search,39434.13,152265,7825,577
2026-04-03,CAM022,Display,33438.54,162053,3924,134
2026-04-03,CAM023,Email,15300.55,99302,8647,885
2026-04-03,CAM024,Display,30261.36,142303,3375,111
2026-04-03,CAM025,Email,17176.47,132143,10030,1063
2026-04-03,CAM026,Paid Social,50812.82,198881,8685,546
2026-04-03,CAM027,Email,21699.51,151129,10948,1189
2026-04-03,CAM028,Email,17983.64,118183,8932,816
2026-04-03,CAM029,Paid Social,49125.59,247903,10212,664
2026-04-03,CAM030,Email,14637.61,116786,9088,950
2026-04-03,CAM031,Paid Search,49798.96,178092,9621,754
2026-04-03,CAM032,Affiliate,21751.75,77267,2733,163
2026-04-03,CAM033,Paid Social,70810.57,355508,15569,865
2026-04-03,CAM034,Affiliate,30127.65,131924,4611,274
2026-04-03,CAM035,Paid Social,56298.1,262205,11779,759
2026-04-03,CAM036,Paid Social,62318.96,266467,12113,718
2026-04-03,CAM037,Display,41404.04,210575,5033,170
2026-04-03,CAM038,Display,27054.19,151916,3599,135
2026-04-03,CAM039,Email,19718.13,134687,11153,1081
2026-04-03,CAM040,Affiliate,28932.9,118992,4026,226
2026-04-03,CAM041,Paid Social,72038.88,328626,14513,824
2026-04-03,CAM042,Email,19252.05,131350,10517,978
2026-04-03,CAM043,Paid Search,46302.98,148071,8791,640
2026-04-03,CAM044,Paid Social,63796.28,295288,11262,710
2026-04-04,CAM001,Affiliate,28478.92,124511,4623,253
2026-04-04,CAM002,Email,21127.41,127440,10828,1049
2026-04-04,CAM003,Paid Search,45778.52,164298,9749,692
2026-04-04,CAM004,Display,41458.64,190148,4357,154
2026-04-04,CAM005,Affiliate,28759.09,130264,4987,287
2026-04-04,CAM006,Paid Search,61143.79,240688,12311,951
2026-04-04,CAM007,Display,35275.31,170057,4325,160
2026-04-04,CAM008,Paid Search,64244.77,243639,13641,929
2026-04-04,CAM009,Affiliate,21614.4,98100,3669,198
2026-04-04,CAM010,Email,17205.11,133842,10198,999
2026-04-04,CAM011,Affiliate,29936.14,114779,3843,228
2026-04-04,CAM012,Email,17195.32,124765,10398,994
2026-04-04,CAM013,Affiliate,22433.88,81606,2934,176
2026-04-04,CAM014,Paid Social,77255.51,296374,13275,793
2026-04-04,CAM015,Paid Search,60228.59,239176,13131,1051
2026-04-04,CAM016,Paid Search,57082.89,196751,10207,739
2026-04-04,CAM017,Paid Social,65873.89,268839,11407,691
2026-04-04,CAM018,Email,19785.58,143650,11833,1152
2026-04-04,CAM019,Paid Search,51695.48,159996,8627,685
2026-04-04,CAM020,Paid Social,70022.49,355984,14533,889
2026-04-04,CAM021,Paid Search,54850.76,181378,9147,647
2026-04-04,CAM022,Display,30753.78,134666,3155,111
2026-04-04,CAM023,Email,16661.85,125342,10926,988
2026-04-04,CAM024,Display,40003.11,208774,5349,200
2026-04-04,CAM025,Email,19025.89,146849,12323,1231
2026-04-04,CAM026,Paid Social,61818.08,250401,10513,589
2026-04-04,CAM027,Email,19798.17,133343,10854,1022
2026-04-04,CAM028,Email,18674.68,141221,12234,1221
2026-04-04,CAM029,Paid Social,59751.05,244292,9856,547
2026-04-04,CAM030,Email,15062.45,110131,8024,859
2026-04-04,CAM031,Paid Search,57064.15,198104,9942,810
2026-04-04,CAM032,Affiliate,23778.18,90566,2885,145
2026-04-04,CAM033,Paid Social,75228.19,339966,12980,722
2026-04-04,CAM034,Affiliate,30758.14,119940,4257,254
2026-04-04,CAM035,Paid Social,64458.17,305902,12339,738
2026-04-04,CAM036,Paid Social,81080.44,350112,13873,763
2026-04-04,CAM037,Display,34324.93,180462,4807,184
2026-04-04,CAM038,Display,34846.57,168125,4522,144
2026-04-04,CAM039,Email,19851.06,157735,12603,1277
2026-04-04,CAM040,Affiliate,28713.62,118577,4348,231
2026-04-04,CAM041,Paid Social,72645.85,367356,16929,1029
2026-04-04,CAM042,Email,19312.19,123122,9181,975
2026-04-04,CAM043,Paid Search,52087.75,186609,10904,852
2026-04-04,CAM044,Paid Social,57016.21,238587,10296,672
2026-04-05,CAM001,Affiliate,26756.89,97742,3498,200
2026-04-05,CAM002,Email,16721.83,127780,10769,1070
2026-04-05,CAM003,Paid Search,61587.02,244947,14479,1113
2026-04-05,CAM004,Display,30985.01,173387,4701,175
2026-04-05,CAM005,Affiliate,25369.29,115260,3992,203
2026-04-05,CAM006,Paid Search,54976.24,202321,11653,808
2026-04-05,CAM007,Display,34686.15,156241,3814,143
2026-04-05,CAM008,Paid Search,55173.87,186280,11246,809
2026-04-05,CAM009,Affiliate,25027.1,108754,3526,182
2026-04-05,CAM010,Email,17884.72,111526,9689,1035
2026-04-05,CAM011,Affiliate,21795.9,75993,2641,133
2026-04-05,CAM012,Email,16139.06,105297,7739,706
2026-04-05,CAM013,Affiliate,23567.47,101012,3829,192
2026-04-05,CAM014,Paid Social,62259.59,306426,13053,817
2026-04-05,CAM015,Paid Search,50058.03,165658,9942,780
2026-04-05,CAM016,Paid Search,56770.7,211783,12106,947
2026-04-05,CAM017,Paid Social,62657.32,241631,11132,682
2026-04-05,CAM018,Email,19440.44,119897,9013,978
2026-04-05,CAM019,Paid Search,60040.1,230023,11797,888
2026-04-05,CAM020,Paid Social,58999.21,290602,11291,697
2026-04-05,CAM021,Paid Search,60683.74,231665,12366,919
2026-04-05,CAM022,Display,38616.95,202785,5037,191
2026-04-05,CAM023,Email,19944.3,136902,11476,1122
2026-04-05,CAM024,Display,36229.23,157027,3903,127
2026-04-05,CAM025,Email,19162.77,116817,9870,1023
2026-04-05,CAM026,Paid Social,68137.44,263057,11636,712
2026-04-05,CAM027,Email,20088.51,159249,13357,1373
2026-04-05,CAM028,Email,17813.69,137108,11796,1117
2026-04-05,CAM029,Paid Social,63847.96,267298,11087,649
2026-04-05,CAM030,Email,16429.75,106662,9332,986
2026-04-05,CAM031,Paid Search,51340.61,153959,9291,699
2026-04-05,CAM032,Affiliate,25518.0,115942,4225,247
2026-04-05,CAM033,Paid Social,56253.74,217075,9259,509
2026-04-05,CAM034,Affiliate,23836.16,107896,3762,222
2026-04-05,CAM035,Paid Social,62816.39,244171,9766,528
2026-04-05,CAM036,Paid Social,55053.3,252603,10371,579
2026-04-05,CAM037,Display,37296.65,203770,4923,189
2026-04-05,CAM038,Display,29551.13,167127,4070,153
2026-04-05,CAM039,Email,20725.21,163077,13485,1469
2026-04-05,CAM040,Affiliate,25057.94,86716,3186,190
2026-04-05,CAM041,Paid Social,70601.5,278310,12617,792
2026-04-05,CAM042,Email,15748.1,98432,7564,690
2026-04-05,CAM043,Paid Search,59148.39,226476,13113,897
2026-04-05,CAM044,Paid Social,64320.43,313738,12604,805
2026-04-06,CAM001,Affiliate,27085.79,109798,3899,203
2026-04-06,CAM002,Email,17592.28,132542,11215,1134
2026-04-06,CAM003,Paid Search,69015.71,242528,12980,1065
2026-04-06,CAM004,Display,36404.04,202426,4843,167
2026-04-06,CAM005,Affiliate,23679.82,97283,3076,181
2026-04-06,CAM006,Paid Search,49952.34,152979,8148,625
2026-04-06,CAM007,Display,32789.03,178726,4266,159
2026-04-06,CAM008,Paid Search,60001.65,230358,12724,861
2026-04-06,CAM009,Affiliate,20942.89,79050,2788,158
2026-04-06,CAM010,Email,19201.4,118967,8615,867
2026-04-06,CAM011,Affiliate,29327.88,103338,3383,199
2026-04-06,CAM012,Email,17915.65,126625,10070,1002
2026-04-06,CAM013,Affiliate,20219.75,83235,2762,156
2026-04-06,CAM014,Paid Social,62374.57,281528,12409,755
2026-04-06,CAM015,Paid Search,33170.9,124626,6984,563
2026-04-06,CAM016,Paid Search,54404.45,185585,10326,778
2026-04-06,CAM017,Paid Social,64855.44,322433,12617,803
2026-04-06,CAM018,Email,15751.84,115091,8890,975
2026-04-06,CAM019,Paid Search,53164.11,207841,11755,877
2026-04-06,CAM020,Paid Social,68284.74,283179,10921,652
2026-04-06,CAM021,Paid Search,60507.62,221082,12685,1004
2026-04-06,CAM022,Display,34643.1,161206,3784,132
2026-04-06,CAM023,Email,15928.34,126093,9798,935
2026-04-06,CAM024,Display,40230.43,215346,5062,170
2026-04-06,CAM025,Email,15218.94,103833,7621,836
2026-04-06,CAM026,Paid Social,54579.62,259105,10719,660
2026-04-06,CAM027,Email,15796.21,108418,9453,893
2026-04-06,CAM028,Email,18870.07,127374,9817,1044
2026-04-06,CAM029,Paid Social,60628.56,304837,12344,686
2026-04-06,CAM030,Email,15594.67,124400,10368,999
2026-04-06,CAM031,Paid Search,42690.05,131852,7113,561
2026-04-06,CAM032,Affiliate,23394.11,100078,3245,163
2026-04-06,CAM033,Paid Social,59251.89,303724,13078,724
2026-04-06,CAM034,Affiliate,25020.24,100010,3835,192
2026-04-06,CAM035,Paid Social,69160.38,284749,12557,818
2026-04-06,CAM036,Paid Social,60577.14,259754,11024,702
2026-04-06,CAM037,Display,35996.82,163864,4467,155
2026-04-06,CAM038,Display,28174.44,147298,3401,123
2026-04-06,CAM039,Email,21552.55,133848,10195,1091
2026-04-06,CAM040,Affiliate,25021.22,94195,3293,187
2026-04-06,CAM041,Paid Social,63898.37,250692,10259,571
2026-04-06,CAM042,Email,17507.79,136384,10121,945
2026-04-06,CAM043,Paid Search,56442.85,226273,11623,829
2026-04-06,CAM044,Paid Social,73000.87,350451,13940,860
2026-04-07,CAM001,Affiliate,25658.67,96256,3170,182
2026-04-07,CAM002,Email,13476.17,93165,7911,719
2026-04-07,CAM003,Paid Search,48940.29,160963,8191,575
2026-04-07,CAM004,Display,35166.92,162925,3854,127
2026-04-07,CAM005,Affiliate,24191.47,87334,3015,165
2026-04-07,CAM006,Paid Search,63521.4,232489,12888,899
2026-04-07,CAM007,Display,35689.37,170075,4204,157
2026-04-07,CAM008,Paid Search,69310.34,253549,12820,1016
2026-04-07,CAM009,Affiliate,24468.71,86918,3200,176
2026-04-07,CAM010,Email,20574.71,152844,13266,1277
2026-04-07,CAM011,Affiliate,22818.36,100603,3583,195
2026-04-07,CAM012,Email,17009.23,133610,9860,980
2026-04-07,CAM013,Affiliate,27221.52,95827,3488,198
2026-04-07,CAM014,Paid Social,57916.6,299182,12234,766
2026-04-07,CAM015,Paid Search,58878.31,187352,9727,757
2026-04-07,CAM016,Paid Search,52175.7,177704,10552,725
2026-04-07,CAM017,Paid Social,66022.91,271869,10377,595
2026-04-07,CAM018,Email,16099.54,109247,8024,786
2026-04-07,CAM019,Paid Search,57501.7,183188,10150,722
2026-04-07,CAM020,Paid Social,51741.2,251797,10773,614
2026-04-07,CAM021,Paid Search,58575.84,186614,11052,854
2026-04-07,CAM022,Display,40363.1,177680,4003,135
2026-04-07,CAM023,Email,13691.49,90381,6600,685
2026-04-07,CAM024,Display,32917.75,172968,4098,142
2026-04-07,CAM025,Email,21146.87,130837,11261,1094
2026-04-07,CAM026,Paid Social,59448.54,242038,9506,621
2026-04-07,CAM027,Email,17345.79,121790,9256,867
2026-04-07,CAM028,Email,17037.7,121536,10444,1062
2026-04-07,CAM029,Paid Social,69960.72,360102,13828,780
2026-04-07,CAM030,Email,19751.6,143209,11114,1058
2026-04-07,CAM031,Paid Search,59438.73,217967,12890,916
2026-04-07,CAM032,Affiliate,23454.27,96199,3438,202
2026-04-07,CAM033,Paid Social,59858.04,295859,11710,666
2026-04-07,CAM034,Affiliate,21647.19,78065,2997,155
2026-04-07,CAM035,Paid Social,55073.62,279588,12605,787
2026-04-07,CAM036,Paid Social,69829.72,305134,11933,777
2026-04-07,CAM037,Display,31515.64,179644,4721,161
2026-04-07,CAM038,Display,29330.12,127619,3083,105
2026-04-07,CAM039,Email,18976.51,145014,11573,1065
2026-04-07,CAM040,Affiliate,23651.67,96655,3355,200
2026-04-07,CAM041,Paid Social,72179.15,356951,14766,934
2026-04-07,CAM042,Email,16965.21,118473,8755,881
2026-04-07,CAM043,Paid Search,61089.55,226065,13356,987
2026-04-07,CAM044,Paid Social,58546.3,293575,11733,716
2026-04-08,CAM001,Affiliate,26061.99,95465,3431,182
2026-04-08,CAM002,Email,16544.18,106999,7984,854
2026-04-08,CAM003,Paid Search,55287.43,168805,8800,680
2026-04-08,CAM004,Display,36448.3,206309,5465,189
2026-04-08,CAM005,Affiliate,28222.02,123414,4066,240
2026-04-08,CAM006,Paid Search,57952.07,223505,13276,1009
2026-04-08,CAM007,Display,44592.73,233178,6200,198
2026-04-08,CAM008,Paid Search,58465.87,186936,11183,796
2026-04-08,CAM009,Affiliate,21516.9,90751,2958,172
2026-04-08,CAM010,Email,16868.53,119794,9344,952
2026-04-08,CAM011,Affiliate,25564.49,100254,3624,185
2026-04-08,CAM012,Email,16357.95,100858,7988,757
2026-04-08,CAM013,Affiliate,26050.07,116191,4207,236
2026-04-08,CAM014,Paid Social,55556.84,271613,12300,768
2026-04-08,CAM015,Paid Search,54204.29,217930,10974,878
2026-04-08,CAM016,Paid Search,62906.6,221437,11091,770
2026-04-08,CAM017,Paid Social,58138.69,232834,10612,682
2026-04-08,CAM018,Email,22140.71,152159,12717,1306
2026-04-08,CAM019,Paid Search,53830.56,210895,11090,797
2026-04-08,CAM020,Paid Social,80808.87,365123,16633,999
2026-04-08,CAM021,Paid Search,64287.98,198867,11974,822
2026-04-08,CAM022,Display,33232.3,168265,4071,129
2026-04-08,CAM023,Email,21384.26,155330,11768,1270
2026-04-08,CAM024,Display,39963.82,224127,5071,174
2026-04-08,CAM025,Email,21014.92,127401,10384,1016
2026-04-08,CAM026,Paid Social,69289.6,340243,15590,957
2026-04-08,CAM027,Email,18724.62,119576,9160,867
2026-04-08,CAM028,Email,21178.51,160761,13674,1459
2026-04-08,CAM029,Paid Social,71238.99,337764,12890,723
2026-04-08,CAM030,Email,16386.59,108716,9247,913
2026-04-08,CAM031,Paid Search,56888.44,208555,11147,785
2026-04-08,CAM032,Affiliate,28255.82,117940,3975,221
2026-04-08,CAM033,Paid Social,55853.97,236439,9093,570
2026-04-08,CAM034,Affiliate,25109.73,85721,2785,141
2026-04-08,CAM035,Paid Social,57393.5,254806,9996,587
2026-04-08,CAM036,Paid Social,67224.83,303507,13059,860
2026-04-08,CAM037,Display,38965.09,185183,4893,163
2026-04-08,CAM038,Display,34972.19,157158,3905,143
2026-04-08,CAM039,Email,22166.59,166534,13680,1326
2026-04-08,CAM040,Affiliate,31512.0,133684,4819,240
2026-04-08,CAM041,Paid Social,64787.94,327779,12800,797
2026-04-08,CAM042,Email,18101.61,116032,9112,873
2026-04-08,CAM043,Paid Search,51835.88,189244,11150,789
2026-04-08,CAM044,Paid Social,57262.04,274956,10699,611
2026-04-09,CAM001,Affiliate,28283.62,115546,4095,226
2026-04-09,CAM002,Email,18532.66,133990,10487,986
2026-04-09,CAM003,Paid Search,50617.91,170485,9324,631
2026-04-09,CAM004,Display,34835.25,172315,4251,153
2026-04-09,CAM005,Affiliate,23861.62,91300,3305,169
2026-04-09,CAM006,Paid Search,58177.51,220021,12106,878
2026-04-09,CAM007,Display,36349.74,204226,5295,170
2026-04-09,CAM008,Paid Search,60396.8,180308,10492,852
2026-04-09,CAM009,Affiliate,25386.82,88170,2801,151
2026-04-09,CAM010,Email,20233.31,157837,13726,1476
2026-04-09,CAM011,Affiliate,21067.39,91117,3386,200
2026-04-09,CAM012,Email,20939.38,146218,11357,1161
2026-04-09,CAM013,Affiliate,25413.82,109129,3467,184
2026-04-09,CAM014,Paid Social,57676.48,236421,8943,588
2026-04-09,CAM015,Paid Search,53846.03,186098,10110,756
2026-04-09,CAM016,Paid Search,49750.06,175507,10058,782
2026-04-09,CAM017,Paid Social,71622.24,288866,12452,695
2026-04-09,CAM018,Email,19976.2,153082,12260,1265
2026-04-09,CAM019,Paid Search,44050.29,165271,9928,758
2026-04-09,CAM020,Paid Social,77086.99,354907,15003,900
2026-04-09,CAM021,Paid Search,53810.88,187524,10897,789
2026-04-09,CAM022,Display,36619.42,181496,4479,162
2026-04-09,CAM023,Email,19885.68,147464,11323,1126
2026-04-09,CAM024,Display,34074.29,154355,4069,153
2026-04-09,CAM025,Email,19814.74,137902,11129,1154
2026-04-09,CAM026,Paid Social,55362.41,250327,10589,586
2026-04-09,CAM027,Email,18470.1,114386,9524,993
2026-04-09,CAM028,Email,22014.76,136578,10826,1058
2026-04-09,CAM029,Paid Social,63934.62,282217,12287,709
2026-04-09,CAM030,Email,19122.35,131117,10894,1171
2026-04-09,CAM031,Paid Search,69537.84,232774,13806,1093
2026-04-09,CAM032,Affiliate,27090.29,98486,3539,183
2026-04-09,CAM033,Paid Social,47283.02,209991,9335,551
2026-04-09,CAM034,Affiliate,23340.74,83999,2900,161
2026-04-09,CAM035,Paid Social,78860.73,369685,14700,954
2026-04-09,CAM036,Paid Social,80046.74,343511,14292,890
2026-04-09,CAM037,Display,35252.81,153773,3834,122
2026-04-09,CAM038,Display,38783.78,217391,5518,184
2026-04-09,CAM039,Email,18863.55,133602,11376,1037
2026-04-09,CAM040,Affiliate,27685.56,104057,3801,210
2026-04-09,CAM041,Paid Social,48829.47,192244,7994,445
2026-04-09,CAM042,Email,17769.4,129653,11129,1097
2026-04-09,CAM043,Paid Search,62617.73,210627,11023,874
2026-04-09,CAM044,Paid Social,80062.6,377005,15223,926
2026-04-10,CAM001,Affiliate,31156.54,121701,4266,243
2026-04-10,CAM002,Email,15166.97,118594,9028,882
2026-04-10,CAM003,Paid Search,58418.13,218829,13060,920
2026-04-10,CAM004,Display,29738.79,139817,3345,116
2026-04-10,CAM005,Affiliate,26935.6,108304,3751,190
2026-04-10,CAM006,Paid Search,48795.18,175093,9038,690
2026-04-10,CAM007,Display,28921.42,156961,4272,163
2026-04-10,CAM008,Paid Search,56890.91,189896,10251,842
2026-04-10,CAM009,Affiliate,22422.12,92463,3379,167
2026-04-10,CAM010,Email,19764.23,149446,11718,1216
2026-04-10,CAM011,Affiliate,20659.22,92531,3218,189
